ts,price,bid,ask,size
2026-02-27T14:39:15.500Z,17364.75,17364.75,17365.00,5
2026-02-27T14:39:15.625Z,17365.00,17364.75,17365.00,6
2026-02-27T14:39:15.750Z,17365.00,17365.00,17365.25,1
2026-02-27T14:39:15.875Z,17365.50,17365.25,17365.50,1
2026-02-27T14:39:16.000Z,17365.50,17365.25,17365.50,4
2026-02-27T14:39:16.125Z,17365.25,17365.25,17365.50,5
2026-02-27T14:39:16.250Z,17365.25,17365.25,17365.50,4
2026-02-27T14:39:16.375Z,17365.50,17365.25,17365.50,3
2026-02-27T14:39:16.500Z,17365.50,17365.25,17365.50,1
2026-02-27T14:39:16.625Z,17364.50,17364.50,17364.75,4
2026-02-27T14:39:16.750Z,17364.50,17364.50,17364.75,6
2026-02-27T14:39:16.875Z,17364.50,17364.50,17364.75,5
2026-02-27T14:39:17.000Z,17364.50,17364.50,17364.75,6
2026-02-27T14:39:17.125Z,17364.50,17364.50,17364.75,4
2026-02-27T14:39:17.250Z,17364.75,17364.75,17365.00,4
2026-02-27T14:39:17.375Z,17365.25,17365.00,17365.25,5
2026-02-27T14:39:17.500Z,17365.00,17365.00,17365.25,3
2026-02-27T14:39:17.625Z,17365.25,17365.00,17365.25,2
2026-02-27T14:39:17.750Z,17365.00,17365.00,17365.25,6
2026-02-27T14:39:17.875Z,17365.25,17365.00,17365.25,4
2026-02-27T14:39:18.000Z,17365.25,17365.00,17365.25,5
2026-02-27T14:39:18.125Z,17365.25,17365.00,17365.25,3
2026-02-27T14:39:18.250Z,17365.25,17365.00,17365.25,4
2026-02-27T14:39:18.375Z,17365.00,17365.00,17365.25,2
2026-02-27T14:39:18.500Z,17365.25,17365.00,17365.25,4
2026-02-27T14:39:18.625Z,17365.25,17365.00,17365.25,6
2026-02-27T14:39:18.750Z,17365.25,17365.00,17365.25,3
2026-02-27T14:39:18.875Z,17365.25,17365.00,17365.25,3
2026-02-27T14:39:19.000Z,17365.25,17365.00,17365.25,6
2026-02-27T14:39:19.125Z,17365.00,17365.00,17365.25,3
2026-02-27T14:39:19.250Z,17365.00,17365.00,17365.25,3
2026-02-27T14:39:19.375Z,17365.25,17365.00,17365.25,3
2026-02-27T14:39:19.500Z,17365.25,17365.25,17365.50,5
2026-02-27T14:39:19.625Z,17365.50,17365.25,17365.50,6
2026-02-27T14:39:19.750Z,17365.25,17365.25,17365.50,4
2026-02-27T14:39:19.875Z,17365.25,17365.25,17365.50,1
2026-02-27T14:39:20.000Z,17365.50,17365.25,17365.50,4
2026-02-27T14:39:20.125Z,17365.50,17365.25,17365.50,3
2026-02-27T14:39:20.250Z,17365.50,17365.25,17365.50,1
2026-02-27T14:39:20.375Z,17365.25,17365.25,17365.50,5
2026-02-27T14:39:20.500Z,17365.50,17365.25,17365.50,3
2026-02-27T14:39:20.625Z,17365.50,17365.25,17365.50,2
2026-02-27T14:39:20.750Z,17365.50,17365.25,17365.50,2
2026-02-27T14:39:20.875Z,17365.25,17365.25,17365.50,2
2026-02-27T14:39:21.000Z,17365.25,17365.25,17365.50,3
2026-02-27T14:39:21.125Z,17365.50,17365.25,17365.50,4
2026-02-27T14:39:21.250Z,17365.50,17365.25,17365.50,2
2026-02-27T14:39:21.375Z,17365.25,17365.25,17365.50,6
2026-02-27T14:39:21.500Z,17365.50,17365.25,17365.50,4
2026-02-27T14:39:21.625Z,17365.50,17365.25,17365.50,1
2026-02-27T14:39:21.750Z,17365.25,17365.25,17365.50,4
2026-02-27T14:39:21.875Z,17365.25,17365.25,17365.50,2
2026-02-27T14:39:22.000Z,17365.50,17365.25,17365.50,3
2026-02-27T14:39:22.125Z,17365.50,17365.25,17365.50,3
2026-02-27T14:39:22.250Z,17365.25,17365.25,17365.50,2
2026-02-27T14:39:22.375Z,17365.25,17365.25,17365.50,1
2026-02-27T14:39:22.500Z,17365.00,17365.00,17365.25,6
2026-02-27T14:39:22.625Z,17365.00,17365.00,17365.25,4
2026-02-27T14:39:22.750Z,17365.25,17365.00,17365.25,6
2026-02-27T14:39:22.875Z,17365.00,17365.00,17365.25,1
2026-02-27T14:39:23.000Z,17365.50,17365.25,17365.50,1
2026-02-27T14:39:23.125Z,17365.25,17365.25,17365.50,3
2026-02-27T14:39:23.250Z,17365.25,17365.25,17365.50,5
2026-02-27T14:39:23.375Z,17365.50,17365.25,17365.50,6
2026-02-27T14:39:23.500Z,17365.50,17365.25,17365.50,6
2026-02-27T14:39:23.625Z,17365.75,17365.75,17366.00,3
2026-02-27T14:39:23.750Z,17365.75,17365.75,17366.00,1
2026-02-27T14:39:23.875Z,17365.75,17365.75,17366.00,2
2026-02-27T14:39:24.000Z,17365.75,17365.75,17366.00,3
2026-02-27T14:39:24.125Z,17366.00,17365.75,17366.00,6
2026-02-27T14:39:24.250Z,17365.75,17365.75,17366.00,6
2026-02-27T14:39:24.375Z,17365.75,17365.75,17366.00,5
2026-02-27T14:39:24.500Z,17365.75,17365.75,17366.00,3
2026-02-27T14:39:24.625Z,17365.75,17365.75,17366.00,1
2026-02-27T14:39:24.750Z,17366.00,17365.75,17366.00,3
2026-02-27T14:39:24.875Z,17365.75,17365.75,17366.00,4
2026-02-27T14:39:25.000Z,17366.00,17365.75,17366.00,2
2026-02-27T14:39:25.125Z,17366.25,17366.00,17366.25,5
2026-02-27T14:39:25.250Z,17366.00,17366.00,17366.25,5
2026-02-27T14:39:25.375Z,17366.00,17366.00,17366.25,3
2026-02-27T14:39:25.500Z,17366.00,17366.00,17366.25,3
2026-02-27T14:39:25.625Z,17366.00,17366.00,17366.25,4
2026-02-27T14:39:25.750Z,17366.00,17366.00,17366.25,1
2026-02-27T14:39:25.875Z,17366.25,17366.00,17366.25,1
2026-02-27T14:39:26.000Z,17366.25,17366.00,17366.25,2
2026-02-27T14:39:26.125Z,17366.00,17366.00,17366.25,3
2026-02-27T14:39:26.250Z,17366.00,17366.00,17366.25,5
2026-02-27T14:39:26.375Z,17366.25,17366.00,17366.25,2
2026-02-27T14:39:26.500Z,17366.25,17366.00,17366.25,4
2026-02-27T14:39:26.625Z,17366.50,17366.25,17366.50,6
2026-02-27T14:39:26.750Z,17366.50,17366.25,17366.50,2
2026-02-27T14:39:26.875Z,17366.25,17366.25,17366.50,6
2026-02-27T14:39:27.000Z,17366.25,17366.25,17366.50,5
2026-02-27T14:39:27.125Z,17366.50,17366.50,17366.75,1
2026-02-27T14:39:27.250Z,17366.50,17366.50,17366.75,1
2026-02-27T14:39:27.375Z,17366.75,17366.50,17366.75,2
2026-02-27T14:39:27.500Z,17366.50,17366.50,17366.75,4
2026-02-27T14:39:27.625Z,17366.75,17366.50,17366.75,3
2026-02-27T14:39:27.750Z,17366.75,17366.75,17367.00,1
2026-02-27T14:39:27.875Z,17366.75,17366.75,17367.00,6
2026-02-27T14:39:28.000Z,17366.75,17366.50,17366.75,4
2026-02-27T14:39:28.125Z,17366.50,17366.50,17366.75,6
2026-02-27T14:39:28.250Z,17366.50,17366.50,17366.75,4
2026-02-27T14:39:28.375Z,17366.75,17366.50,17366.75,5
2026-02-27T14:39:28.500Z,17366.50,17366.50,17366.75,3
2026-02-27T14:39:28.625Z,17366.50,17366.50,17366.75,1
2026-02-27T14:39:28.750Z,17366.50,17366.50,17366.75,1
2026-02-27T14:39:28.875Z,17366.50,17366.50,17366.75,5
2026-02-27T14:39:29.000Z,17366.50,17366.50,17366.75,3
2026-02-27T14:39:29.125Z,17366.75,17366.50,17366.75,5
2026-02-27T14:39:29.250Z,17366.75,17366.50,17366.75,2
2026-02-27T14:39:29.375Z,17366.50,17366.50,17366.75,1
2026-02-27T14:39:29.500Z,17366.50,17366.50,17366.75,6
2026-02-27T14:39:29.625Z,17366.50,17366.50,17366.75,2
2026-02-27T14:39:29.750Z,17366.50,17366.50,17366.75,3
2026-02-27T14:39:29.875Z,17366.50,17366.25,17366.50,4
2026-02-27T14:39:30.000Z,17366.50,17366.25,17366.50,4
2026-02-27T14:39:30.125Z,17366.25,17366.25,17366.50,6
2026-02-27T14:39:30.250Z,17366.25,17366.25,17366.50,2
2026-02-27T14:39:30.375Z,17366.50,17366.25,17366.50,5
2026-02-27T14:39:30.500Z,17366.50,17366.25,17366.50,5
2026-02-27T14:39:30.625Z,17366.50,17366.25,17366.50,2
2026-02-27T14:39:30.750Z,17366.25,17366.25,17366.50,4
2026-02-27T14:39:30.875Z,17366.25,17366.25,17366.50,6
2026-02-27T14:39:31.000Z,17366.25,17366.25,17366.50,2
2026-02-27T14:39:31.125Z,17366.25,17366.25,17366.50,5
2026-02-27T14:39:31.250Z,17366.50,17366.25,17366.50,4
2026-02-27T14:39:31.375Z,17366.25,17366.25,17366.50,2
2026-02-27T14:39:31.500Z,17366.50,17366.25,17366.50,5
2026-02-27T14:39:31.625Z,17366.50,17366.25,17366.50,4
2026-02-27T14:39:31.750Z,17366.50,17366.25,17366.50,4
2026-02-27T14:39:31.875Z,17366.50,17366.25,17366.50,6
2026-02-27T14:39:32.000Z,17366.25,17366.25,17366.50,2
2026-02-27T14:39:32.125Z,17366.25,17366.25,17366.50,4
2026-02-27T14:39:32.250Z,17366.50,17366.25,17366.50,3
2026-02-27T14:39:32.375Z,17366.50,17366.25,17366.50,1
2026-02-27T14:39:32.500Z,17366.25,17366.25,17366.50,2
2026-02-27T14:39:32.625Z,17366.25,17366.25,17366.50,3
2026-02-27T14:39:32.750Z,17366.25,17366.25,17366.50,4
2026-02-27T14:39:32.875Z,17366.50,17366.25,17366.50,4
2026-02-27T14:39:33.000Z,17366.50,17366.25,17366.50,5
2026-02-27T14:39:33.125Z,17366.25,17366.25,17366.50,6
2026-02-27T14:39:33.250Z,17366.50,17366.25,17366.50,4
2026-02-27T14:39:33.375Z,17366.50,17366.25,17366.50,2
2026-02-27T14:39:33.500Z,17366.25,17366.00,17366.25,2
2026-02-27T14:39:33.625Z,17365.75,17365.75,17366.00,3
2026-02-27T14:39:33.750Z,17365.75,17365.75,17366.00,6
2026-02-27T14:39:33.875Z,17366.00,17365.75,17366.00,3
2026-02-27T14:39:34.000Z,17366.00,17365.75,17366.00,2
2026-02-27T14:39:34.125Z,17366.00,17365.75,17366.00,4
2026-02-27T14:39:34.250Z,17365.75,17365.50,17365.75,5
2026-02-27T14:39:34.375Z,17366.00,17365.75,17366.00,2
2026-02-27T14:39:34.500Z,17365.75,17365.75,17366.00,5
2026-02-27T14:39:34.625Z,17366.00,17365.75,17366.00,4
2026-02-27T14:39:34.750Z,17365.75,17365.50,17365.75,6
2026-02-27T14:39:34.875Z,17365.75,17365.50,17365.75,4
2026-02-27T14:39:35.000Z,17365.75,17365.50,17365.75,3
2026-02-27T14:39:35.125Z,17365.75,17365.50,17365.75,5
2026-02-27T14:39:35.250Z,17365.75,17365.50,17365.75,4
2026-02-27T14:39:35.375Z,17365.50,17365.50,17365.75,3
2026-02-27T14:39:35.500Z,17365.75,17365.50,17365.75,5
2026-02-27T14:39:35.625Z,17365.50,17365.50,17365.75,4
2026-02-27T14:39:35.750Z,17365.50,17365.50,17365.75,2
2026-02-27T14:39:35.875Z,17365.50,17365.50,17365.75,6
2026-02-27T14:39:36.000Z,17365.25,17365.25,17365.50,6
2026-02-27T14:39:36.125Z,17365.25,17365.25,17365.50,2
2026-02-27T14:39:36.250Z,17365.25,17365.25,17365.50,5
2026-02-27T14:39:36.375Z,17365.75,17365.50,17365.75,6
2026-02-27T14:39:36.500Z,17365.75,17365.50,17365.75,2
2026-02-27T14:39:36.625Z,17365.75,17365.50,17365.75,3
2026-02-27T14:39:36.750Z,17365.50,17365.50,17365.75,6
2026-02-27T14:39:36.875Z,17365.75,17365.75,17366.00,1
2026-02-27T14:39:37.000Z,17365.75,17365.75,17366.00,4
2026-02-27T14:39:37.125Z,17365.75,17365.75,17366.00,6
2026-02-27T14:39:37.250Z,17366.00,17365.75,17366.00,6
2026-02-27T14:39:37.375Z,17365.75,17365.50,17365.75,5
2026-02-27T14:39:37.500Z,17365.75,17365.50,17365.75,3
2026-02-27T14:39:37.625Z,17365.50,17365.50,17365.75,4
2026-02-27T14:39:37.750Z,17365.75,17365.50,17365.75,4
2026-02-27T14:39:37.875Z,17365.50,17365.50,17365.75,4
2026-02-27T14:39:38.000Z,17365.75,17365.50,17365.75,2
2026-02-27T14:39:38.125Z,17365.50,17365.50,17365.75,4
2026-02-27T14:39:38.250Z,17365.75,17365.50,17365.75,6
2026-02-27T14:39:38.375Z,17365.50,17365.50,17365.75,4
2026-02-27T14:39:38.500Z,17365.75,17365.50,17365.75,1
2026-02-27T14:39:38.625Z,17365.50,17365.50,17365.75,2
2026-02-27T14:39:38.750Z,17365.75,17365.50,17365.75,4
2026-02-27T14:39:38.875Z,17365.50,17365.50,17365.75,1
2026-02-27T14:39:39.000Z,17366.00,17365.75,17366.00,1
2026-02-27T14:39:39.125Z,17365.75,17365.75,17366.00,4
2026-02-27T14:39:39.250Z,17366.00,17365.75,17366.00,3
2026-02-27T14:39:39.375Z,17366.00,17365.75,17366.00,2
2026-02-27T14:39:39.500Z,17365.75,17365.75,17366.00,4
2026-02-27T14:39:39.625Z,17365.75,17365.75,17366.00,5
2026-02-27T14:39:39.750Z,17366.00,17365.75,17366.00,6
2026-02-27T14:39:39.875Z,17365.75,17365.75,17366.00,4
2026-02-27T14:39:40.000Z,17365.75,17365.75,17366.00,2
2026-02-27T14:39:40.125Z,17365.75,17365.75,17366.00,1
2026-02-27T14:39:40.250Z,17366.00,17365.75,17366.00,5
2026-02-27T14:39:40.375Z,17366.00,17365.75,17366.00,6
2026-02-27T14:39:40.500Z,17366.00,17366.00,17366.25,2
2026-02-27T14:39:40.625Z,17366.00,17366.00,17366.25,2
2026-02-27T14:39:40.750Z,17366.25,17366.00,17366.25,1
2026-02-27T14:39:40.875Z,17366.00,17365.75,17366.00,5
2026-02-27T14:39:41.000Z,17366.00,17365.75,17366.00,3
2026-02-27T14:39:41.125Z,17366.00,17365.75,17366.00,2
2026-02-27T14:39:41.250Z,17365.75,17365.75,17366.00,2
2026-02-27T14:39:41.375Z,17365.75,17365.75,17366.00,5
2026-02-27T14:39:41.500Z,17365.75,17365.75,17366.00,3
2026-02-27T14:39:41.625Z,17365.75,17365.75,17366.00,1
2026-02-27T14:39:41.750Z,17365.75,17365.75,17366.00,5
2026-02-27T14:39:41.875Z,17365.75,17365.75,17366.00,1
2026-02-27T14:39:42.000Z,17365.75,17365.75,17366.00,3
2026-02-27T14:39:42.125Z,17365.75,17365.75,17366.00,4
2026-02-27T14:39:42.250Z,17366.00,17365.75,17366.00,1
2026-02-27T14:39:42.375Z,17365.75,17365.75,17366.00,6
2026-02-27T14:39:42.500Z,17366.00,17365.75,17366.00,4
2026-02-27T14:39:42.625Z,17366.00,17365.75,17366.00,5
2026-02-27T14:39:42.750Z,17366.00,17366.00,17366.25,6
2026-02-27T14:39:42.875Z,17366.25,17366.00,17366.25,6
2026-02-27T14:39:43.000Z,17366.00,17366.00,17366.25,5
2026-02-27T14:39:43.125Z,17366.00,17366.00,17366.25,2
2026-02-27T14:39:43.250Z,17366.25,17366.00,17366.25,4
2026-02-27T14:39:43.375Z,17366.00,17366.00,17366.25,5
2026-02-27T14:39:43.500Z,17366.00,17366.00,17366.25,4
2026-02-27T14:39:43.625Z,17366.00,17366.00,17366.25,3
2026-02-27T14:39:43.750Z,17366.00,17366.00,17366.25,5
2026-02-27T14:39:43.875Z,17366.25,17366.00,17366.25,1
2026-02-27T14:39:44.000Z,17366.00,17366.00,17366.25,2
2026-02-27T14:39:44.125Z,17366.00,17366.00,17366.25,2
2026-02-27T14:39:44.250Z,17366.00,17366.00,17366.25,6
2026-02-27T14:39:44.375Z,17366.00,17366.00,17366.25,2
2026-02-27T14:39:44.500Z,17366.25,17366.00,17366.25,3
2026-02-27T14:39:44.625Z,17366.25,17366.00,17366.25,6
2026-02-27T14:39:44.750Z,17366.00,17366.00,17366.25,1
2026-02-27T14:39:44.875Z,17366.00,17366.00,17366.25,3
2026-02-27T14:39:45.000Z,17366.25,17366.00,17366.25,4
2026-02-27T14:39:45.125Z,17366.25,17366.00,17366.25,6
2026-02-27T14:39:45.250Z,17366.50,17366.25,17366.50,1
2026-02-27T14:39:45.375Z,17366.25,17366.25,17366.50,1
2026-02-27T14:39:45.500Z,17366.50,17366.25,17366.50,4
2026-02-27T14:39:45.625Z,17366.25,17366.25,17366.50,1
2026-02-27T14:39:45.750Z,17366.25,17366.25,17366.50,4
2026-02-27T14:39:45.875Z,17366.25,17366.25,17366.50,1
2026-02-27T14:39:46.000Z,17366.50,17366.25,17366.50,4
2026-02-27T14:39:46.125Z,17366.50,17366.50,17366.75,1
2026-02-27T14:39:46.250Z,17366.50,17366.25,17366.50,3
2026-02-27T14:39:46.375Z,17366.25,17366.25,17366.50,5
2026-02-27T14:39:46.500Z,17366.50,17366.25,17366.50,2
2026-02-27T14:39:46.625Z,17366.25,17366.25,17366.50,4
2026-02-27T14:39:46.750Z,17366.25,17366.25,17366.50,5
2026-02-27T14:39:46.875Z,17367.25,17367.00,17367.25,4
2026-02-27T14:39:47.000Z,17367.25,17367.25,17367.50,2
2026-02-27T14:39:47.125Z,17367.25,17367.25,17367.50,2
2026-02-27T14:39:47.250Z,17367.75,17367.50,17367.75,4
2026-02-27T14:39:47.375Z,17367.75,17367.50,17367.75,3
2026-02-27T14:39:47.500Z,17367.75,17367.50,17367.75,5
2026-02-27T14:39:47.625Z,17367.75,17367.50,17367.75,6
2026-02-27T14:39:47.750Z,17368.00,17367.75,17368.00,4
2026-02-27T14:39:47.875Z,17367.75,17367.75,17368.00,1
2026-02-27T14:39:48.000Z,17368.00,17367.75,17368.00,3
2026-02-27T14:39:48.125Z,17368.00,17367.75,17368.00,6
2026-02-27T14:39:48.250Z,17367.75,17367.75,17368.00,3
2026-02-27T14:39:48.375Z,17368.00,17367.75,17368.00,4
2026-02-27T14:39:48.500Z,17367.75,17367.50,17367.75,4
2026-02-27T14:39:48.625Z,17367.75,17367.50,17367.75,6
2026-02-27T14:39:48.750Z,17367.75,17367.50,17367.75,2
2026-02-27T14:39:48.875Z,17367.50,17367.50,17367.75,3
2026-02-27T14:39:49.000Z,17367.50,17367.50,17367.75,1
2026-02-27T14:39:49.125Z,17367.50,17367.50,17367.75,1
2026-02-27T14:39:49.250Z,17367.75,17367.50,17367.75,1
2026-02-27T14:39:49.375Z,17367.50,17367.25,17367.50,4
2026-02-27T14:39:49.500Z,17367.50,17367.25,17367.50,6
2026-02-27T14:39:49.625Z,17367.25,17367.25,17367.50,2
2026-02-27T14:39:49.750Z,17367.25,17367.25,17367.50,4
2026-02-27T14:39:49.875Z,17367.25,17367.25,17367.50,5
2026-02-27T14:39:50.000Z,17367.25,17367.25,17367.50,4
2026-02-27T14:39:50.125Z,17367.25,17367.25,17367.50,1
2026-02-27T14:39:50.250Z,17367.50,17367.25,17367.50,4
2026-02-27T14:39:50.375Z,17367.75,17367.50,17367.75,1
2026-02-27T14:39:50.500Z,17367.75,17367.50,17367.75,2
2026-02-27T14:39:50.625Z,17367.50,17367.50,17367.75,3
2026-02-27T14:39:50.750Z,17368.50,17368.25,17368.50,6
2026-02-27T14:39:50.875Z,17368.50,17368.25,17368.50,2
2026-02-27T14:39:51.000Z,17368.50,17368.25,17368.50,2
2026-02-27T14:39:51.125Z,17368.00,17368.00,17368.25,1
2026-02-27T14:39:51.250Z,17368.00,17368.00,17368.25,1
2026-02-27T14:39:51.375Z,17368.00,17368.00,17368.25,3
2026-02-27T14:39:51.500Z,17368.25,17368.00,17368.25,2
2026-02-27T14:39:51.625Z,17368.25,17368.00,17368.25,5
2026-02-27T14:39:51.750Z,17368.00,17367.75,17368.00,1
2026-02-27T14:39:51.875Z,17367.75,17367.75,17368.00,1
2026-02-27T14:39:52.000Z,17367.75,17367.75,17368.00,4
2026-02-27T14:39:52.125Z,17368.00,17367.75,17368.00,6
2026-02-27T14:39:52.250Z,17367.75,17367.75,17368.00,6
2026-02-27T14:39:52.375Z,17368.50,17368.50,17368.75,5
2026-02-27T14:39:52.500Z,17368.75,17368.50,17368.75,6
2026-02-27T14:39:52.625Z,17368.50,17368.50,17368.75,2
2026-02-27T14:39:52.750Z,17368.50,17368.50,17368.75,2
2026-02-27T14:39:52.875Z,17368.50,17368.50,17368.75,3
2026-02-27T14:39:53.000Z,17368.50,17368.50,17368.75,4
2026-02-27T14:39:53.125Z,17368.75,17368.50,17368.75,2
2026-02-27T14:39:53.250Z,17368.25,17368.25,17368.50,3
2026-02-27T14:39:53.375Z,17368.25,17368.25,17368.50,2
2026-02-27T14:39:53.500Z,17368.50,17368.25,17368.50,5
2026-02-27T14:39:53.625Z,17368.25,17368.25,17368.50,3
2026-02-27T14:39:53.750Z,17368.25,17368.25,17368.50,1
2026-02-27T14:39:53.875Z,17368.50,17368.25,17368.50,3
2026-02-27T14:39:54.000Z,17368.25,17368.25,17368.50,1
2026-02-27T14:39:54.125Z,17368.25,17368.25,17368.50,6
2026-02-27T14:39:54.250Z,17368.50,17368.50,17368.75,6
2026-02-27T14:39:54.375Z,17368.75,17368.75,17369.00,1
2026-02-27T14:39:54.500Z,17368.75,17368.75,17369.00,6
2026-02-27T14:39:54.625Z,17369.00,17368.75,17369.00,4
2026-02-27T14:39:54.750Z,17368.75,17368.75,17369.00,1
2026-02-27T14:39:54.875Z,17368.75,17368.75,17369.00,5
2026-02-27T14:39:55.000Z,17368.75,17368.75,17369.00,6
2026-02-27T14:39:55.125Z,17368.75,17368.75,17369.00,4
2026-02-27T14:39:55.250Z,17369.25,17369.00,17369.25,1
2026-02-27T14:39:55.375Z,17369.00,17368.75,17369.00,2
2026-02-27T14:39:55.500Z,17369.00,17368.75,17369.00,5
2026-02-27T14:39:55.625Z,17369.00,17368.75,17369.00,6
2026-02-27T14:39:55.750Z,17368.75,17368.75,17369.00,1
2026-02-27T14:39:55.875Z,17368.50,17368.50,17368.75,2
2026-02-27T14:39:56.000Z,17368.50,17368.50,17368.75,1
2026-02-27T14:39:56.125Z,17368.50,17368.25,17368.50,2
2026-02-27T14:39:56.250Z,17368.25,17368.25,17368.50,2
2026-02-27T14:39:56.375Z,17368.50,17368.25,17368.50,3
2026-02-27T14:39:56.500Z,17368.50,17368.25,17368.50,5
2026-02-27T14:39:56.625Z,17368.50,17368.25,17368.50,6
2026-02-27T14:39:56.750Z,17368.50,17368.25,17368.50,3
2026-02-27T14:39:56.875Z,17368.25,17368.25,17368.50,2
2026-02-27T14:39:57.000Z,17368.00,17368.00,17368.25,1
2026-02-27T14:39:57.125Z,17368.25,17368.00,17368.25,3
2026-02-27T14:39:57.250Z,17368.00,17368.00,17368.25,3
2026-02-27T14:39:57.375Z,17368.25,17368.00,17368.25,4
2026-02-27T14:39:57.500Z,17368.00,17368.00,17368.25,2
2026-02-27T14:39:57.625Z,17368.00,17368.00,17368.25,2
2026-02-27T14:39:57.750Z,17368.25,17368.00,17368.25,5
2026-02-27T14:39:57.875Z,17368.00,17368.00,17368.25,5
2026-02-27T14:39:58.000Z,17368.00,17368.00,17368.25,3
2026-02-27T14:39:58.125Z,17368.00,17368.00,17368.25,5
2026-02-27T14:39:58.250Z,17368.25,17368.00,17368.25,1
2026-02-27T14:39:58.375Z,17368.00,17368.00,17368.25,3
2026-02-27T14:39:58.500Z,17368.00,17368.00,17368.25,5
2026-02-27T14:39:58.625Z,17368.25,17368.25,17368.50,1
2026-02-27T14:39:58.750Z,17368.50,17368.25,17368.50,1
2026-02-27T14:39:58.875Z,17368.50,17368.25,17368.50,1
2026-02-27T14:39:59.000Z,17368.25,17368.25,17368.50,4
2026-02-27T14:39:59.125Z,17368.50,17368.25,17368.50,3
2026-02-27T14:39:59.250Z,17368.25,17368.25,17368.50,5
2026-02-27T14:39:59.375Z,17368.25,17368.25,17368.50,6
2026-02-27T14:39:59.500Z,17368.25,17368.25,17368.50,1
2026-02-27T14:39:59.625Z,17368.25,17368.25,17368.50,1
2026-02-27T14:39:59.750Z,17368.50,17368.25,17368.50,3
2026-02-27T14:39:59.875Z,17368.50,17368.25,17368.50,2
2026-02-27T14:40:00.000Z,17369.00,17369.00,17369.25,1
2026-02-27T14:40:00.125Z,17369.00,17369.00,17369.25,4
2026-02-27T14:40:00.250Z,17369.25,17369.00,17369.25,3
2026-02-27T14:40:00.375Z,17369.00,17369.00,17369.25,5
2026-02-27T14:40:00.500Z,17369.00,17368.75,17369.00,2
2026-02-27T14:40:00.625Z,17368.75,17368.75,17369.00,6
2026-02-27T14:40:00.750Z,17368.50,17368.25,17368.50,6
2026-02-27T14:40:00.875Z,17368.25,17368.25,17368.50,3
2026-02-27T14:40:01.000Z,17368.25,17368.25,17368.50,4
2026-02-27T14:40:01.125Z,17368.50,17368.25,17368.50,1
2026-02-27T14:40:01.250Z,17368.50,17368.25,17368.50,3
2026-02-27T14:40:01.375Z,17368.25,17368.25,17368.50,3
2026-02-27T14:40:01.500Z,17368.50,17368.25,17368.50,3
2026-02-27T14:40:01.625Z,17368.50,17368.25,17368.50,6
2026-02-27T14:40:01.750Z,17368.25,17368.25,17368.50,4
2026-02-27T14:40:01.875Z,17368.25,17368.25,17368.50,4
2026-02-27T14:40:02.000Z,17368.00,17368.00,17368.25,5
2026-02-27T14:40:02.125Z,17368.25,17368.00,17368.25,2
2026-02-27T14:40:02.250Z,17368.25,17368.00,17368.25,1
2026-02-27T14:40:02.375Z,17368.25,17368.00,17368.25,6
2026-02-27T14:40:02.500Z,17368.00,17367.75,17368.00,5
2026-02-27T14:40:02.625Z,17367.75,17367.75,17368.00,2
2026-02-27T14:40:02.750Z,17368.00,17367.75,17368.00,4
2026-02-27T14:40:02.875Z,17367.75,17367.75,17368.00,3
2026-02-27T14:40:03.000Z,17367.75,17367.75,17368.00,1
2026-02-27T14:40:03.125Z,17368.00,17367.75,17368.00,5
2026-02-27T14:40:03.250Z,17367.75,17367.75,17368.00,4
2026-02-27T14:40:03.375Z,17368.00,17368.00,17368.25,3
2026-02-27T14:40:03.500Z,17368.50,17368.25,17368.50,2
2026-02-27T14:40:03.625Z,17368.25,17368.25,17368.50,3
2026-02-27T14:40:03.750Z,17368.50,17368.25,17368.50,4
2026-02-27T14:40:03.875Z,17368.50,17368.25,17368.50,5
2026-02-27T14:40:04.000Z,17368.50,17368.25,17368.50,5
2026-02-27T14:40:04.125Z,17368.50,17368.50,17368.75,5
2026-02-27T14:40:04.250Z,17368.50,17368.50,17368.75,6
2026-02-27T14:40:04.375Z,17368.50,17368.50,17368.75,6
2026-02-27T14:40:04.500Z,17368.50,17368.50,17368.75,6
2026-02-27T14:40:04.625Z,17368.75,17368.50,17368.75,1
2026-02-27T14:40:04.750Z,17368.50,17368.50,17368.75,5
2026-02-27T14:40:04.875Z,17368.50,17368.50,17368.75,5
2026-02-27T14:40:05.000Z,17368.75,17368.50,17368.75,5
2026-02-27T14:40:05.125Z,17368.50,17368.25,17368.50,1
2026-02-27T14:40:05.250Z,17368.25,17368.25,17368.50,3
2026-02-27T14:40:05.375Z,17368.75,17368.50,17368.75,1
2026-02-27T14:40:05.500Z,17368.50,17368.50,17368.75,1
2026-02-27T14:40:05.625Z,17368.50,17368.50,17368.75,1
2026-02-27T14:40:05.750Z,17368.50,17368.50,17368.75,3
2026-02-27T14:40:05.875Z,17368.75,17368.50,17368.75,3
2026-02-27T14:40:06.000Z,17368.75,17368.50,17368.75,3
2026-02-27T14:40:06.125Z,17368.50,17368.50,17368.75,3
2026-02-27T14:40:06.250Z,17368.50,17368.50,17368.75,5
2026-02-27T14:40:06.375Z,17368.50,17368.50,17368.75,5
2026-02-27T14:40:06.500Z,17368.75,17368.50,17368.75,2
2026-02-27T14:40:06.625Z,17368.75,17368.50,17368.75,1
2026-02-27T14:40:06.750Z,17368.50,17368.50,17368.75,6
